PRESCRIPTION_CODE,PRACTICE_CODE,BNF_CODE,QUANTITY,ITEMS,ACTUAL_COST
11131,P82016,0204000H0AAAAAA,7,38,10.31104
11132,P82016,0204000H0AAAAAA,14,1,0.43029
11133,P82016,0204000H0AAABAB,28,12,8.78783
11134,P82016,0204000H0AAABAB,56,12,17.42685
11135,P82016,0204000H0AAABAB,7,18,5.22076
11136,P82016,0204000H0AAABAB,14,2,0.95407
11137,P82016,0204000H0AAABAB,84,1,2.17216
11138,P82016,0204000H0AAAJAJ,28,64,69.60663
11139,P82016,0204000H0AAAJAJ,112,2,8.62643
11140,P82016,0204000H0AAAJAJ,7,59,22.62876
11141,P82016,0204000H0AAAJAJ,56,75,162.21053
11142,P82016,0204000H0AAAJAJ,84,3,9.71403
11143,P82016,0204000H0AAAKAK,28,14,11.16873
11144,P82016,0204000H0AAAKAK,7,22,6.79231
11145,P82016,0204000H0AAAKAK,56,10,15.83132
11146,P82016,0204000H0AAAKAK,112,1,3.15386
11147,P82016,0204000H0AAALAL,28,10,8.53864
11148,P82016,0204000H0AAALAL,56,8,13.56262
11149,P82016,0204000H0AAALAL,112,1,3.37825
11150,P82016,0204000H0AAALAL,7,19,6.22137
11151,P82016,0204000H0AAAMAM,14,5,2.24493
11152,P82016,0204000H0AAAMAM,7,54,15.15741
11153,P82016,0204000H0AAAMAM,23,1,0.65468
11154,P82016,0204000H0AAAMAM,28,64,43.27817
11155,P82016,0204000H0AAAMAM,112,3,8.00306
11156,P82016,0204000H0AAAMAM,56,55,73.70235
11157,P82626,0204000T0AAACAC,56,1,2.03191
11158,P82016,0205020E0AAACAC,60,1,4.61891
11159,P82016,0205051F0AAAEAE,168,1,5.03313
11160,P82626,0205052AEAAABAB,56,1,85.6173
11161,P82016,0205052C0AAAAAA,7,8,6.68132
11162,P82016,0205052C0AAAAAA,56,12,79.13419
11163,P82016,0205052C0AAAAAA,28,11,36.33804
11164,P82016,0205052C0AAAAAA,112,1,13.17663
11165,P82016,0205052C0AAABAB,7,20,11.65451
11166,P82016,0205052C0AAABAB,56,13,59.47504
11167,P82016,0205052C0AAABAB,112,1,9.13761
11168,P82016,0205052C0AAABAB,14,4,4.6122
11169,P82016,0205052C0AAABAB,28,25,57.34254
11170,P82016,0205052C0AAABAB,84,1,6.8563
11171,P82016,0205052C0AAACAC,7,8,2.84392
11172,P82016,0205052C0AAACAC,84,1,2.87338
11173,P82016,0205052C0AAACAC,56,31,59.51125
11174,P82016,0205052C0AAACAC,112,1,3.82704
11175,P82016,0205052C0AAACAC,28,31,29.94782
11176,P82016,0205052C0AAADAD,7,16,6.4358
11177,P82016,0205052C0AAADAD,56,27,62.43482
11178,P82016,0205052C0AAADAD,28,17,19.76081
11179,P82016,0205052C0AAAHAH,7,9,4.12502
11180,P82016,0205052C0AAAHAH,28,9,12.48112
11181,P82016,0205052C0AAAHAH,56,26,71.79071
11182,P82016,0205052C0BBAAAA,84,1,40.17827
11183,P82626,0205052V0AAAAAA,224,1,35.01729
11184,P82626,0205052V0AAAAAA,112,3,52.54453
11185,P82626,0205052V0AAAAAA,28,3,13.16403
11186,P82626,0205052V0AAAAAA,56,5,43.81811
11187,P82626,0205052V0AAAAAA,140,1,21.89046
11188,P82626,0205052V0AAABAB,28,4,33.33416
11189,P82626,0205052V0AAABAB,56,1,16.65468
11190,P82626,0205052V0AAACAC,28,9,70.7104
11191,P82626,0205052V0AAACAC,56,2,31.40204
11192,P82626,0205052V0AAAFAF,14,3,25.83355
11193,P82626,0205052V0AAAFAF,28,5,85.00308
11194,P82016,0206010K0CDAAAE,112,2,26.12887
11195,P82016,0206010K0CDAAAE,7,32,29.62608
11196,P82016,0206010K0CDAAAE,28,8,26.20327
11197,P82016,0206010K0CDAAAE,14,8,13.98863
11198,P82016,0206010K0CDAAAE,84,1,9.80143
11199,P82016,0206010K0CDAAAE,56,8,52.30735
11200,P82016,0206020A0AAAAAA,7,69,18.72268
11201,P82016,0206020A0AAAAAA,84,1,1.86362
11202,P82016,0206020A0AAAAAA,28,115,72.38943
11203,P82016,0206020A0AAAAAA,56,156,194.46128
11204,P82016,0206020A0AAABAB,56,117,152.40938
11205,P82016,0206020A0AAABAB,84,2,3.89553
11206,P82016,0206020A0AAABAB,7,45,12.21044
11207,P82016,0206020A0AAABAB,28,76,49.97168
11208,P82016,0206020A0AAABAB,14,1,0.43964
11209,P82016,0206020A0AAAVAV,28,1,7.96891
11210,P82626,0206020C0BBAAAA,56,2,9.4809
11211,P82626,0206020C0BBACAS,28,2,6.91911
11212,P82626,0206020C0BBACAS,56,1,6.69736
11213,P82016,0206020C0BFACAT,112,1,15.90671
11214,P82016,0206020C0BFACAT,56,3,23.87867
11215,P82016,0206020C0BFACAT,140,1,19.98029
11216,P82016,0206020C0BFADAU,14,8,18.55124
11217,P82016,0206020C0BFADAU,56,3,26.54331
11218,P82016,0206020C0BFAFAE,28,1,8.55793
11219,P82016,0206020C0BFAFAE,56,1,17.10346
11220,P82016,0206020C0BFAGAU,56,1,17.10346
11221,P82016,0206020C0BFAHAV,56,3,58.21039
11222,P82016,0206020C0BFAHAV,28,1,9.70793
11223,P82016,0206020C0BFAIAW,28,2,21.56627
11224,P82016,0206020C0BFAIAW,56,1,21.55387
11225,P82016,0206020C0BFAJAX,28,1,5.90265
11226,P82016,0206020F0BKAAAB,7,2,2.03862
11227,P82016,0206020F0BKAAAB,56,12,86.98785
11228,P82016,0206020F0BKAAAB,28,5,18.15347
11229,P82016,0206020F0BKABAC,28,1,4.50956
11230,P82016,0206020F0BKABAC,56,8,72.05369
11231,P82016,0206020F0BKACAD,56,3,31.90062
11232,P82016,0206020F0BKACAD,28,3,15.96891
11233,P82016,0206020R0BGAAAH,14,4,5.1618
11234,P82016,0206020R0BGABAM,60,1,3.65874
11235,P82016,0206020R0BGACBE,84,1,13.72826
11236,P82016,0206020R0BRADAP,56,1,13.28883
11237,P82016,0206020R0BRADAP,7,4,7.10651
11238,P82626,0206020T0AAADAD,168,1,4.10752
11239,P82626,0206020T0AAAHAH,28,1,5.20143
11240,P82626,0206020T0AAAUAU,28,1,7.22094
11241,P82626,0206020T0BDAEAH,56,1,10.39045
11242,P82626,0206020T0BDAEAH,28,1,5.20143
11243,P82626,0206020T0BMABAH,28,1,4.6872
11244,P82016,0208010D0BBAEAE,60,1,405.59788
11245,P82016,0208010D0BBAEAE,10,1,67.60998
11246,P82626,0208020V0AAAAAA,168,1,3.54655
11247,P82626,0208020V0AAAAAA,28,1,0.60142
11248,P82626,0208020V0AAAAAA,140,1,2.95752
11249,P82626,0208020V0AAAAAA,56,21,24.99943
11250,P82626,0208020V0AAABAB,84,1,1.91972
11251,P82626,0208020V0AAABAB,56,12,15.40734
11252,P82626,0208020V0AAABAB,28,6,3.88904
11253,P82626,0208020V0AAADAD,56,1,1.37744
11254,P82016,0208020X0AAACAC,60,1,47.69534
11255,P82626,0208020Y0AAACAC,28,6,282.80619
11256,P82016,0208020Z0AAAAAA,112,10,995.92103
11257,P82016,0208020Z0AAAAAA,14,47,589.72606
11258,P82016,0208020Z0AAAAAA,46,1,40.97014
11259,P82016,0208020Z0AAAAAA,56,28,1395.86305
11260,P82016,0208020Z0AAAAAA,60,21,1119.40706
11261,P82016,0208020Z0AAAAAA,120,4,426.39119
11262,P82016,0208020Z0AAABAB,112,36,3581.71572
11263,P82016,0208020Z0AAABAB,56,93,4626.9594
11264,P82016,0208020Z0AAABAB,28,2,49.96465
11265,P82016,0208020Z0AAABAB,14,83,1041.43112
11266,P82016,0208020Z0AAABAB,12,1,10.77094
11267,P82016,0209000A0AAABAB,112,2,5.18578
11268,P82016,0209000A0AAABAB,28,67,44.05398
11269,P82016,0209000A0AAABAB,7,127,34.46058
11270,P82016,0209000A0AAABAB,56,121,157.61996
11271,P82016,0209000A0AAABAB,12,1,0.39289
11272,P82016,0209000A0AAAJAJ,14,1,0.45834
11273,P82016,0209000A0AAAJAJ,56,31,42.70067
11274,P82016,0209000A0AAAJAJ,7,6,1.68416
11275,P82016,0209000A0AAAJAJ,28,21,14.59333
11276,P82016,0209000A0AAAKAK,28,19,16.04577
11277,P82016,0209000A0AAAKAK,56,27,45.26896
11278,P82016,0209000A0AAAKAK,7,18,5.72564
11279,P82016,0209000C0AAAAAA,56,79,197.45201
11280,P82016,0209000C0AAAAAA,28,69,86.65684
11281,P82016,0209000C0AAAAAA,7,115,48.40772
11282,P82626,0209000Z0AAAAAA,56,6,306.36717
11283,P82626,0209000Z0AAABAB,56,1,51.0612
11284,P82626,0211000P0AAACAC,100,1,11.17297
11285,P82626,0211000P0AAACAC,24,1,2.76769
11286,P82626,0211000P0AAACAC,60,1,6.65061
11287,P82626,0212000AAAAAAAA,28,2,1.93212
11288,P82626,0212000AAAAACAC,28,2,3.37196
11289,P82626,0212000AAAAADAD,28,3,2.47744
11290,P82626,0212000AAAAADAD,14,2,1.04756
11291,P82626,0212000AAAAAFAF,28,1,13.46647
11292,P82016,0212000AABBAAAA,28,1,16.86972
11293,P82016,0212000AABBACAC,28,1,27.77135
11294,P82016,0212000AABBADAD,56,1,33.72704
11295,P82016,0212000ADAAAAAA,180,1,107.83194
11296,P82016,0212000ADAAAAAA,56,1,33.65875
11297,P82016,0212000ADAAAAAA,112,1,67.19575
11298,P82016,0212000ADAAAAAA,224,1,134.28845
11299,P82016,0212000ADAAAAAA,60,1,36.05225
11300,P82016,0212000ADAAAAAA,14,1,8.49899
11301,P82016,0212000ALAAAAAA,28,1,51.84656
11302,P82016,0212000B0AAAAAA,28,29,17.98359
11303,P82016,0212000B0AAAAAA,56,67,82.26578
11304,P82016,0212000B0AAAAAA,7,34,8.90778
11305,P82016,0212000B0AAAAAA,84,2,3.67114
11306,P82016,0212000B0AAABAB,7,72,22.90256
11307,P82016,0212000B0AAABAB,31,1,1.01931
11308,P82016,0212000B0AAABAB,28,107,89.3626
11309,P82016,0212000B0AAABAB,56,210,348.16507
11310,P82016,0212000B0AAABAB,84,3,7.44208
11311,P82016,0212000B0AAACAC,21,1,0.78557
11312,P82016,0212000B0AAACAC,7,82,27.61681
11313,P82016,0212000B0AAACAC,28,62,56.4176
11314,P82016,0212000B0AAACAC,84,2,5.41017
11315,P82016,0212000B0AAACAC,56,118,213.28765
11316,P82016,0212000B0AAADAD,56,43,109.08201
11317,P82016,0212000B0AAADAD,7,83,35.71376
11318,P82016,0212000B0AAADAD,28,42,53.53301
11319,P82016,0212000D0AAABAB,7,9,15.98965
11320,P82016,0212000D0AAABAB,56,15,201.39337
11321,P82016,0212000D0AAABAB,60,1,14.27988
11322,P82016,0212000D0AAABAB,30,1,7.14614
11323,P82016,0212000D0BBABAB,56,1,13.42622
11324,P82626,0212000Y0AAAAAA,28,1,0.67622
11325,P82626,0212000Y0AAABAB,56,3,4.30062
11326,P82626,0212000Y0AAABAB,7,10,2.90042
11327,P82626,0212000Y0AAABAB,28,43,31.08768
11328,P82626,0212000Y0AAADAD,84,4,9.81058
11329,P82626,0212000Y0AAADAD,56,4,6.55692
11330,P82626,0212000Y0AAADAD,28,118,97.44615
11331,P82626,0212000Y0AAADAD,7,17,5.40755
11332,P82626,0212000Y0AAAHAH,28,6,7.59148
11333,P82626,0301011ABBBAAA0,1,23,957.21637
11334,P82626,0301011R0AAAPAP,2,6,16.90367
11335,P82626,0301011R0AAAPAP,1,149,210.81107
11336,P82626,0301011R0AAAPAP,3,1,4.21972
11337,P82626,0301011R0AAAXAX,100,4,154.31794
11338,P82626,0301011R0AAAXAX,112,1,43.30753
11339,P82626,0301011R0AABDBD,120,2,106.16142
11340,P82626,0301011R0AABDBD,100,3,132.70797
11341,P82626,0301011R0AABUBU,1,2,11.80529
11342,P82626,0301011R0AACBCB,1,2,9.2809
11343,P82626,0301011R0BEAHAQ,1,2,3.74594
11344,P82626,0301011R0BEAIAP,1,21,29.71163
11345,P82626,0301011R0BEAIAP,2,5,14.08639
11346,P82626,0301011R0BIAFAP,1,4,5.50976
11347,P82626,0301011R0BIAGBU,1,5,29.51323
11348,P82626,0301011U0AAAEAE,1,1,32.83883
11349,P82626,0301011V0AABBBB,2,1,15.53273
11350,P82016,0301011V0BBARBB,1,5,38.86282
11351,P82016,0301020I0BBAJAN,1,1,5.21078
11352,P82626,0301020Q0AAABAB,30,2,62.66709
11353,P82626,0301020Q0BBABAB,30,3,94.00064
11354,P82626,0301020Q0BBACAC,1,9,193.64824
11355,P82626,0301020Q0BBADAE,1,2,43.03294
11356,P82016,0301020Q0BCAAAD,60,4,193.02527
11357,P82016,0301020Q0BCAAAD,30,14,337.88101
11358,P82626,0301020S0BBAAAA,30,11,282.96168
11359,P82626,0301030S0BKABAM,14,4,3.21708
11360,P82626,0301030S0BKABAM,56,1,2.77988
11361,P82626,0301040W0AAAAAA,1,2,60.79718
11362,P82016,0301040W0BBAAAA,1,11,334.38446
11363,P82016,0301040W0BBAAAA,2,4,243.1391
11364,P82016,0302000C0AABFBF,1,3,20.8494
11365,P82016,0302000C0AABHBH,1,1,16.10306
11366,P82016,0302000C0AABXBX,1,3,82.27625
11367,P82016,0302000C0AABYBY,1,3,82.27625
11368,P82016,0302000C0AACACA,1,2,54.85083
11369,P82016,0302000C0BPAABE,1,10,34.71751
11370,P82016,0302000C0BPABBF,2,3,41.6616
11371,P82016,0302000C0BPABBF,1,21,145.94581
11372,P82016,0302000C0BPACBV,1,6,90.78418
11373,P82016,0302000K0AAAMAM,1,1,26.19127
11374,P82016,0302000K0AAAMAM,2,1,52.37014
11375,P82626,0302000K0BDABAM,1,3,78.57381
11376,P82626,0302000K0BDACAU,1,3,78.57381
11377,P82626,0302000N0BCABAY,1,1,31.75428
11378,P82626,0302000N0BCABAY,2,2,126.99232
11379,P82626,0302000N0BCACAZ,1,6,183.73787
11380,P82626,0302000N0BCACAZ,2,1,61.23356
11381,P82626,0302000N0BCADBE,1,4,65.34718
11382,P82626,0302000N0BCAEBF,1,2,43.87441
11383,P82626,0302000N0BCAFBG,1,1,27.42542
11384,P82626,0302000N0BFAABF,1,3,63.00673
11385,P82626,0302000N0BFABBG,2,1,52.96851
11386,P82626,0302000N0BFABBG,1,12,317.88548
11387,P82016,0302000N0BGAAAZ,2,3,168.16164
11388,P82016,0302000N0BGAAAZ,1,2,56.06628
11389,P82626,0302000N0BIAABF,1,9,126.247
11390,P82626,0302000N0BIABBG,1,12,224.42691
11391,P82016,0302000N0BLABBF,2,1,19.60915
11392,P82016,0302000U0AAABAB,1,1,18.06647
11393,P82626,0302000V0BCAAA0,1,35,1456.6336
11394,P82016,0304010ABAAAAAA,60,2,22.42643
11395,P82016,0304010ABAAAAAA,30,1,5.61281
11396,P82016,0304010G0AAABAB,150,4,15.34554
11397,P82016,0304010G0AAACAC,56,3,20.34452
11398,P82016,0304010G0AAAPAP,150,1,2.63029
11399,P82016,0304010I0AAAAAA,28,3,2.35671
11400,P82016,0304010I0AAAAAA,30,9,6.59087
11401,P82016,0304010I0AAAAAA,60,4,5.80895
11402,P82016,0304010I0AAAAAA,7,6,1.68416
11403,P82016,0304010I0AAAAAA,56,4,5.83497
11404,P82016,0304010I0AAABAB,200,2,32.11261
11405,P82016,0304010I0AAABAB,400,1,32.10021
11406,P82016,0304010I0AAABAB,300,1,24.17826
11407,P82016,0307000J0AAAAAA,180,5,120.04984
11408,P82016,0307000J0AAAAAA,84,1,11.26647
11409,P82016,0307000J0AAAAAA,28,8,30.66831
11410,P82016,0307000J0AAAAAA,21,5,14.4929
11411,P82016,0307000J0AAAAAA,112,2,29.95652
11412,P82016,0307000J0AAAAAA,120,11,175.38523
11413,P82016,0307000J0AAAAAA,240,1,31.87582
11414,P82016,0307000J0AAAAAA,56,1,7.54533
11415,P82016,0307000J0AAAAAA,168,13,291.46697
11416,P82016,0307000J0AAAAAA,224,1,29.85347
11417,P82016,0307000J0AAAAAA,336,1,44.71932
11418,P82016,0307000J0AAAAAA,42,13,73.90187
11419,P82016,0307000J0AAACAC,300,1,8.42704
11420,P82016,0307000J0AAACAC,900,1,25.25631
11421,P82016,0307000J0AAACAC,600,1,16.84167
11422,P82016,0307000J0AAAJAJ,84,1,24.95428
11423,P82016,0309010C0AAADAD,200,1,1.68598
11424,P82016,0401010ADBBAAAA,56,1,26.97379
11425,P82016,0401010ADBBAAAA,60,2,57.58091
11426,P82016,0401010ADBBAAAA,84,1,40.39981
11427,P82016,0401010ADBBAAAA,90,1,43.17949
11428,P82626,0401010Y0AAABAB,28,1,1.1998
11429,P82626,0401010Z0AAAAAA,14,10,5.33132
11430,P82626,0401010Z0AAAAAA,28,1,0.85386
11431,P82626,0401010Z0AAAAAA,7,5,1.6372
11432,P82626,0401010Z0AAAAAA,56,1,1.69533
11433,P82626,0401010Z0AAAAAA,8,4,1.42196
11434,P82626,0401010Z0AAAAAA,6,4,1.16017
11435,P82626,0401010Z0AAACAC,28,1,0.87256
11436,P82626,0401010Z0AAACAC,7,1,0.32744
11437,P82016,0401020B0AAAAAA,60,1,10.14736
11438,P82016,0401020B0AAAAAA,84,3,42.91526
11439,P82016,0401020B0AAAAAA,56,3,28.72257
11440,P82016,0401020B0AAAAAA,14,2,4.9557
11441,P82016,0401020K0AAAHAH,28,3,2.14086
11442,P82016,0401020K0AAAHAH,56,1,1.41484
11443,P82016,0401020K0AAAHAH,10,3,1.09452
11444,P82016,0401020K0AAAHAH,12,1,0.41159
11445,P82016,0401020K0AAAHAH,42,1,1.1689
11446,P82016,0401020K0AAAHAH,14,6,2.80611
11447,P82016,0401020K0AAAHAH,9,2,0.67358
11448,P82016,0401020K0AAAHAH,21,6,3.81586
11449,P82016,0401020K0AAAHAH,7,1,0.29004
11450,P82016,0401020K0AAAIAI,50,2,2.86139
11451,P82016,0401020K0AAAIAI,28,1,0.75102
11452,P82016,0401020K0AAAIAI,15,1,0.50508
11453,P82016,0401020K0AAAIAI,56,1,1.48964
11454,P82016,0401020K0AAAIAI,21,5,3.32013
11455,P82016,0401020K0AAAJAJ,168,1,4.94899
11456,P82016,0401020K0AAAJAJ,28,1,0.83516
11457,P82016,0401020K0AAAJAJ,7,7,2.22664
11458,P82016,0401020K0AAAWAW,750,2,895.82262
11459,P82626,040201030AAAAAA,60,1,2.67703
11460,P82626,040201030AAAAAA,30,2,2.89878
11461,P82626,040201030AAAAAA,56,1,2.59939
11462,P82626,040201030AAAAAA,28,3,4.06769
11463,P82626,040201030AAABAB,28,2,1.73943
11464,P82626,040201030AAABAB,60,1,1.63923
11465,P82626,040201030AAADAD,30,1,1.1876
11466,P82626,040201030AAADAD,28,1,1.11281
11467,P82626,040201030AAAKAK,30,1,5.48842
11468,P82626,040201030AAAKAK,28,1,5.12378
11469,P82016,0402010A0AAAAAA,112,1,59.31404
11470,P82016,0402010A0AAAAAA,56,1,29.71322
11471,P82016,0402010A0AAABAB,30,1,6.23639
11472,P82016,0402010A0AAAGAG,60,1,18.98273
11473,P82626,0402010ABBCABAW,1,2,1.02887
11474,P82626,0402010ABBCABAW,30,1,12.26688
11475,P82626,0402010ABBCABAW,7,1,2.94533
11476,P82626,0402010ABBCADAY,30,2,56.32238
11477,P82626,0402010ABBCADAY,28,1,26.29127
11478,P82016,0402010ABBIADAX,56,1,65.08274
11479,P82016,0402010ADAAAAAA,56,3,168.04944
11480,P82016,0402010ADAAAAAA,28,4,112.05776
11481,P82016,0402010ADAAABAB,28,1,24.18111
11482,P82016,0402010ADAAABAB,7,4,24.60896
11483,P82016,0402010ADAAADAD,28,1,24.20915
11484,P82016,0402010ADAAADAD,56,1,48.40591
11485,P82016,0402010D0AAAIAI,84,2,159.90289
11486,P82016,0402010D0AAAIAI,112,1,106.5978
11487,P82016,0402010D0AAAIAI,28,1,26.65875
11488,P82016,0402010D0AAAJAJ,28,4,110.41223
11489,P82016,0402010D0AAAKAK,7,4,26.96505
11490,P82626,0402010X0AAAKAK,450,1,122.58561
11491,P82016,0402030Q0BBAAAA,14,7,18.19575
11492,P82016,0402030Q0BBAAAA,150,1,26.612
11493,P82016,0403010B0AAAFAF,300,1,35.91485
11494,P82016,0403010B0AAAGAG,90,1,2.18801
11495,P82016,0403010B0AAAGAG,42,2,2.16952
11496,P82016,0403010B0AAAGAG,224,3,15.52013
11497,P82016,0403010B0AAAGAG,60,2,2.99228
11498,P82016,0403010B0AAAGAG,112,19,49.26488
11499,P82016,0403010B0AAAGAG,28,50,32.87611
11500,P82016,0403010B0AAAGAG,196,1,4.52825
11501,P82016,0403010B0AAAGAG,56,50,65.13221
11502,P82016,0403010B0AAAGAG,14,6,2.63782
11503,P82016,0403010B0AAAGAG,84,12,23.3732
11504,P82016,0403010B0AAAGAG,21,4,2.39432
11505,P82016,0403010B0AAAGAG,168,5,19.41566
11506,P82016,0403010B0AAAGAG,7,12,3.25612
11507,P82016,0403010B0AAAHAH,60,1,1.51484
11508,P82016,0403010B0AAAHAH,56,11,14.53478
11509,P82016,0403010B0AAAHAH,28,18,12.00369
11510,P82016,0403010B0AAAHAH,21,5,3.03964
11511,P82016,0403010B0AAAHAH,84,2,3.95163
11512,P82016,0403010B0AAAHAH,7,5,1.40346
11513,P82016,0403010B0AAAHAH,168,1,3.93923
11514,P82016,0403010B0AAAHAH,112,3,7.89086
11515,P82016,0403010B0AAAIAI,56,10,18.6362
11516,P82016,0403010B0AAAIAI,84,2,5.57846
11517,P82016,0403010B0AAAIAI,7,4,1.38456
11518,P82016,0403010B0AAAIAI,112,1,3.71484
11519,P82016,0403010B0AAAIAI,168,1,5.56606
11520,P82016,0403010B0AAAIAI,14,8,4.63904
11521,P82016,0403010B0AAAIAI,28,5,4.69005
11522,P82016,0403010F0AAAAAA,84,1,8.48313
11523,P82016,0403010F0AAAAAA,112,1,11.30671
11524,P82016,0403010F0AAAAAA,28,2,5.67196
11525,P82016,0403010F0AAABAB,28,1,5.19208
11526,P82016,0403010F0AAABAB,56,1,10.37175
11527,P82016,0403010F0AAABAB,7,4,5.64798
11528,P82016,0403010F0AAACAC,28,1,8.90387
11529,P82016,0403010F0AAACAC,7,4,9.35042
11530,P82016,0403010F0AAACAC,14,4,18.25123
11531,P82626,0403010X0AAABAB,28,1,1.50549
11532,P82626,0403010X0AAADAD,14,5,5.93802
11533,P82626,0403010X0AAADAD,6,4,2.28212
11534,P82626,0403010X0AAADAD,56,2,8.62643
11535,P82626,0403010X0AAADAD,8,4,2.91789
11536,P82016,0403030D0AAAAAA,42,1,2.86118
11537,P82016,0403030D0AAAAAA,56,24,88.2586
11538,P82016,0403030D0AAAAAA,28,65,119.91986
11539,P82016,0403030D0AAAAAA,7,46,26.24439
11540,P82016,0403030D0AAAAAA,14,11,11.31526
11541,P82016,0403030D0AAAAAA,112,1,7.34248
11542,P82016,0403030D0AAABAB,7,28,11.52444
11543,P82016,0403030D0AAABAB,28,35,42.64743
11544,P82016,0403030D0AAABAB,56,7,16.97217
11545,P82016,0403030D0AAABAB,14,4,2.8805
11546,P82016,0403030D0AAABAB,84,1,3.63069
11547,P82016,0403030D0AAACAC,56,5,13.8994
11548,P82016,0403030D0AAACAC,28,10,13.9614
11549,P82626,0403030Q0AAAAAA,28,67,61.59383
11550,P82626,0403030Q0AAAAAA,7,23,7.74618
11551,P82626,0403030Q0AAAAAA,56,1,1.82622
11552,P82626,0403030Q0AAAAAA,14,3,1.71159
11553,P82626,0403030Q0AAABAB,14,13,8.38925
11554,P82626,0403030Q0AAABAB,7,22,8.23215
11555,P82626,0403030Q0AAABAB,28,64,68.40988
11556,P82626,0403030Q0AAABAB,60,1,2.375
11557,P82626,0403030Q0AAABAB,56,22,46.75899
11558,P82626,0403040ABAAACAC,28,2,51.85896
11559,P82626,0403040ABAAACAC,7,5,32.95835
11560,P82626,0403040W0AAAAAA,14,1,1.13151
11561,P82626,0403040W0AAABAB,7,1,1.71118
11562,P82626,0403040W0AAABAB,28,5,32.49087
11563,P82626,0403040W0AAADAD,28,2,5.37277
11564,P82626,0403040W0AAADAD,56,1,5.36037
11565,P82626,0403040W0AAAEAE,14,5,10.14534
11566,P82626,0403040W0AAAEAE,28,1,3.84573
11567,P82626,0403040W0AAAKAK,56,1,6.91891
11568,P82626,0403040W0BGAAAD,14,1,1.44939
11569,P82626,0403040W0BGAAAD,7,4,3.14228
11570,P82626,0403040W0BGAAAD,28,1,2.68638
11571,P82626,0403040W0BGABAE,14,4,8.11627
11572,P82626,0403040W0BGABAE,7,4,4.30163
11573,P82626,0403040W0BGABAE,28,5,19.22867
11574,P82626,0403040W0BGACAT,28,1,23.56403
11575,P82626,0403040W0BNAAAJ,90,1,7.30509
11576,P82626,0403040W0BRAAAD,28,2,13.02074
11577,P82626,0403040W0BRABAE,28,2,18.6305
11578,P82626,0403040W0CCAAAS,28,3,9.2933
11579,P82626,0403040W0CCABAD,28,2,4.86789
11580,P82626,0403040W0CCABAD,56,1,4.85549
11581,P82626,0403040W0CCACAE,28,3,10.94818
11582,P82626,0403040W0CCADAT,28,4,37.074
11583,P82016,0404000M0BDAFAR,30,1,68.84413
11584,P82016,0406000B0AAAAAA,21,1,0.36484
11585,P82016,0406000B0AAAAAA,168,3,6.03964
11586,P82016,0406000B0AAAAAA,84,2,2.02561
11587,P82016,0406000B0AAAAAA,60,1,0.82297
11588,P82016,0406000B0AAABAB,42,1,0.84167
11589,P82016,0406000B0AAABAB,30,1,0.62663
11590,P82016,0406000B0AAABAB,168,4,11.6431
11591,P82016,0406000B0AAABAB,56,1,1.07541
11592,P82016,0406000B0AAABAB,84,8,11.6927
11593,P82016,0406000B0AAABAB,21,2,0.95407
11594,P82016,0406000D0AAAAAA,84,2,9.41179
11595,P82016,0406000D0AAAAAA,56,1,3.24451
11596,P82016,0406000F0AAACAC,56,2,4.56301
11597,P82016,0406000F0AAACAC,60,2,4.8809
11598,P82016,0406000F0AAACAC,50,1,2.05712
11599,P82016,0406000F0AAACAC,90,1,3.60915
11600,P82016,0406000F0AAACAC,100,2,7.78496
11601,P82016,0406000F0AAACAC,21,7,6.4807
11602,P82016,0406000F0AAACAC,84,5,16.87705
11603,P82016,0406000F0AAACAC,42,2,3.47846
11604,P82016,0406000F0AAACAC,30,6,7.6866
11605,P82016,0406000F0AAACAC,15,1,0.69207
11606,P82016,0407010F0AAAAAA,30,1,0.98476
11607,P82016,0407010F0AAAAAA,50,1,1.73923
11608,P82016,0407010F0AAAAAA,100,9,29.31039
11609,P82016,0407010F0AAAAAA,224,1,7.37704
11610,P82016,0407010F0AAAAAA,200,2,13.00204
11611,P82016,0407010F0AAADAD,112,1,4.02988
11612,P82016,0407010F0AAADAD,120,1,4.31037
11613,P82016,0407010F0AAADAD,200,7,49.04129
11614,P82016,0407010F0AAADAD,224,1,7.94736
11615,P82016,0407010F0AAADAD,60,1,2.20671
11616,P82016,0407010F0AAADAD,240,1,8.50834
11617,P82016,0407010F0AAADAD,180,1,6.40468
11618,P82016,0407010F0AAADAD,50,1,1.86077
11619,P82016,0407010F0AAADAD,100,18,63.16468
11620,P82016,0407010F0AAAFAF,120,1,10.20061
11621,P82016,0407010F0AAAFAF,100,3,25.25306
11622,P82016,0407010F0AAAFAF,56,1,4.81525
11623,P82016,0407010F0AAAFAF,200,5,84.11487
11624,P82016,0407010F0AAAHAH,60,2,4.10122
11625,P82016,0407010F0AAAHAH,56,2,4.02074
11626,P82016,0407010F0AAAHAH,100,13,44.28194
11627,P82016,0407010F0AAAHAH,112,4,15.67074
11628,P82016,0407010F0AAAHAH,150,1,5.10793
11629,P82016,0407010F0AAAHAH,200,2,13.60041
11630,P82016,0407010F0AAAKAK,100,26,67.4151
11631,P82016,0407010F0AAAKAK,56,1,1.56159
11632,P82016,0407010F0AAAKAK,200,3,15.52013
11633,P82016,0407010F0AAAKAK,112,3,9.00428
11634,P82016,0407010F0AAAKAK,60,1,1.66443
