PRESCRIPTION_CODE,PRACTICE_CODE,BNF_CODE,QUANTITY,ITEMS,ACTUAL_COST
63202,P82005,1203040E0AAABAB,300,1,2.03191
63203,P82005,1203040E0BBACAB,300,1,3.06972
63204,P82009,130201000AAA6A6,500,1,4.28517
63205,P82009,130201000AACDCD,1500,1,14.82216
63206,P82005,130201000BBBAAL,500,7,39.28966
63207,P82005,130201000BBCJA8,100,1,3.72419
63208,P82005,130201000BBCJA8,300,1,11.14777
63209,P82005,130201000BBCJA8,1000,1,12.11078
63210,P82005,130201000BBICBW,1000,4,45.22685
63211,P82005,130201000BBICBW,500,24,135.82935
63212,P82005,130201000BBJGCA,1000,3,32.74209
63213,P82005,130201000BBJGCA,500,13,71.02179
63214,P82005,130201000BBKDA0,600,1,9.79208
63215,P82005,130201000BBKFA0,200,1,5.36037
63216,P82005,130201000BBKFA0,100,2,5.37277
63217,P82005,130201000BBLJA0,300,1,4.26647
63218,P82005,1302010U0BHAAAN,500,2,28.05489
63219,P82005,130201100AAAMAM,500,3,20.23233
63220,P82005,130201100AAAMAM,100,1,1.35874
63221,P82005,130201100BBAZAN,200,1,3.33151
63222,P82005,130201100BBBAAN,200,1,3.33151
63223,P82009,1302020E0BGAAAL,400,1,7.83517
63224,P82005,1304000D0AABCBC,100,1,7.30509
63225,P82005,1304000D0BCAABB,30,1,2.98557
63226,P82005,1304000F0AAAAAA,100,1,5.34167
63227,P82005,1304000F0AABABA,30,1,1.60183
63228,P82005,1304000F0AABABA,200,1,10.61484
63229,P82005,1304000F0AABDBD,100,1,3.5185
63230,P82005,1304000F0BBAAAA,30,3,4.04818
63231,P82005,1304000F0BBAEBA,30,1,1.34939
63232,P82005,1304000F0BBAEBA,200,1,7.58557
63233,P82005,1304000F0BBAJBD,100,1,4.67785
63234,P82005,1304000F0BDAABD,100,1,3.5185
63235,P82005,1304000G0AABABA,90,1,7.55752
63236,P82005,1304000G0AABABA,60,1,5.04248
63237,P82005,1304000G0AABABA,30,2,5.05488
63238,P82005,1304000G0BBAAAA,30,2,5.05488
63239,P82005,1304000G0BBABBA,100,1,7.39858
63240,P82005,1304000G0BBABBA,30,1,2.52744
63241,P82005,1304000H0AAAAAA,60,1,3.49045
63242,P82005,1304000H0AABABA,60,2,6.9809
63243,P82005,1304000H0AABABA,30,1,1.75142
63244,P82005,1304000H0AACACA,60,2,46.58579
63245,P82005,1304000H0AACACA,90,1,34.93314
63246,P82005,1304000H0AACACA,30,2,23.30529
63247,P82005,1304000H0BBAAAA,30,4,7.0057
63248,P82005,1304000H0BBAAAA,100,1,5.09858
63249,P82005,1304000H0BBABBA,30,2,3.50285
63250,P82009,1304000H0BCABCA,30,2,23.30529
63251,P82009,1304000V0CBABCB,30,4,12.65286
63252,P82005,1304000V0CGABCH,30,3,7.02135
63253,P82005,1305020D0AAAFAF,30,1,11.6994
63254,P82005,1305020D0AAAFAF,120,1,46.76038
63255,P82005,1305020D0AAAGAG,60,1,30.95956
63256,P82005,1305020D0AAAIAI,120,1,74.2108
63257,P82005,1305020D0BCAAAF,60,1,37.1116
63258,P82005,1305020D0BCABAG,60,1,34.80225
63259,P82005,1305020D0BEAAAI,60,5,185.55799
63260,P82005,1305020D0BEAAAI,120,2,148.42159
63261,P82005,1306010B0AAAAAA,30,1,4.21037
63262,P82005,1306010C0AAABAB,90,1,15.08395
63263,P82005,1306010I0AAABAB,30,1,8.66078
63264,P82009,1306010I0BCAAAB,30,1,8.66078
63265,P82009,1306010I0BCAAAB,90,1,18.73029
63266,P82005,1306010Y0AAAAAA,30,2,24.59554
63267,P82005,1306010Y0AAABAB,30,1,12.29777
63268,P82005,1306010Z0BBAAAA,45,2,36.54432
63269,P82009,130801000BBNSA0,125,1,7.17419
63270,P82005,1308010W0AAAAAA,50,1,35.82135
63271,P82009,1308010W0BBAAAA,50,1,35.82135
63272,P82005,1309000C0BGACAT,250,1,6.05224
63273,P82005,1309000C0BLAAAQ,250,1,4.39736
63274,P82009,1310012Q0AAAAAA,15,1,2.51809
63275,P82009,131002030AAAAAA,30,1,2.91077
63276,P82005,1310020A0AAAAAA,5,5,34.37502
63277,P82005,1502010J0BEAABY,5,5,11.27217
63278,P82005,190201000AABLBL,10,1,4.50021
63279,P82005,190201000AABLBL,60,1,9.24045
63280,P82005,190201000AABLBL,56,1,18.15062
63281,P82005,20030100181,20,1,21.50407
63282,P82005,20030100291,30,1,11.79289
63283,P82005,20030100370,60,2,6.73171
63284,P82005,20030100372,50,1,9.3496
63285,P82005,20030100374,30,1,11.21952
63286,P82005,20030100376,30,4,65.07319
63287,P82005,20030600441,10,1,23.56098
63288,P82005,20031400021,15,1,16.72948
63289,P82005,20100000532,10,2,3.55285
63290,P82005,20100000590,10,2,3.27236
63291,P82005,20100000592,20,3,27.26342
63292,P82005,20120000205,500,1,4.20732
63293,P82005,20120000205,300,3,7.58557
63294,P82005,20120000205,200,2,3.36585
63295,P82005,20120000205,400,3,10.09756
63296,P82005,20120000205,100,1,0.84146
63297,P82005,21010900430,1,1,1.46159
63298,P82005,21010900431,1,1,0.93801
63299,P82005,21010900432,1,5,5.06403
63300,P82005,21010900462,1,1,2.90143
63301,P82005,21010900689,200,2,8.43944
63302,P82005,21010900802,400,1,16.84167
63303,P82005,21010900802,100,1,4.21972
63304,P82005,21010900802,200,1,8.42704
63305,P82005,21010900912,100,1,3.75224
63306,P82005,21012500116,10,1,1.1811
63307,P82005,21020000309,60,1,82.70653
63308,P82005,21020000740,3,1,19.07318
63309,P82005,21020001190,240,1,368.44889
63310,P82005,21020001197,90,1,150.84638
63311,P82005,21020001410,30,1,51.17034
63312,P82005,21140000013,33,1,2.83293
63313,P82005,21210000012,50,1,3.45305
63314,P82005,21210000013,50,1,2.96687
63315,P82005,21210000021,50,1,5.32297
63316,P82005,21210000024,50,3,9.85428
63317,P82005,21220000111,200,1,9.22175
63318,P82005,21220000205,500,3,15.18355
63319,P82005,21220000205,100,2,6.08334
63320,P82005,21220000205,1000,2,20.21993
63321,P82005,21220000210,500,1,6.18313
63322,P82005,21220000219,500,1,3.67744
63323,P82005,21220000273,500,2,23.52968
63324,P82005,21230000100,2,1,11.34411
63325,P82005,21230000105,70,1,11.34411
63326,P82005,21230000105,35,5,28.39128
63327,P82005,21230000110,40,3,14.51037
63328,P82005,21240000120,10,2,1.87602
63329,P82005,21240000160,50,1,2.34045
63330,P82005,21280000110,2,1,114.47646
63331,P82005,21280000134,1,1,114.46711
63332,P82005,21280000136,30,1,87.30653
63333,P82005,21280000164,1,1,182.31713
63334,P82005,21280000168,2,1,150.4163
63335,P82005,21280000172,2,2,524.32535
63336,P82005,21300000104,10,5,39.79778
63337,P82005,21300000104,20,1,15.90671
63338,P82005,21300000105,80,1,21.10509
63339,P82005,21300000109,56,1,8.72622
63340,P82005,21300000110,10,3,13.10794
63341,P82005,21300000111,10,10,88.94516
63342,P82005,21300000111,20,4,71.10653
63343,P82005,21300000111,30,1,26.65875
63344,P82005,21300000112,20,1,19.27257
63345,P82005,21300000112,10,6,57.8549
63346,P82005,21300000113,10,1,4.64045
63347,P82005,21300000114,10,1,1.2559
63348,P82005,21300000114,20,1,2.49939
63349,P82005,21300000134,10,4,28.04859
63350,P82005,21300000145,60,1,12.52216
63351,P82005,21300000158,10,1,5.38842
63352,P82005,21300000401,15,1,1.81687
63353,P82005,21300000401,30,1,3.62134
63354,P82005,21300000913,20,1,10.29696
63355,P82005,21300000913,10,1,5.15468
63356,P82005,21300000913,5,4,10.33416
63357,P82005,21320000101,240,1,100.98804
63358,P82005,21320000108,60,1,11.76484
63359,P82005,21480000100,3,1,98.18316
63360,P82005,21480000101,2,9,589.13616
63361,P82005,21480000101,4,4,523.62699
63362,P82005,22021000501,20,1,45.1616
63363,P82005,22501005067,10,1,29.93741
63364,P82005,22501005068,10,4,119.74963
63365,P82005,22501005069,10,2,59.87481
63366,P82005,22501005071,10,1,30.37684
63367,P82005,22600956002,60,2,35.67806
63368,P82005,22601006003,30,2,17.22196
63369,P82005,22601006003,60,1,17.22196
63370,P82005,22601006030,10,1,12.84635
63371,P82005,22601006040,10,1,17.69879
63372,P82005,22601006045,30,2,104.1732
63373,P82005,23153931500,150,4,59.46343
63374,P82005,23153931500,250,1,24.77643
63375,P82005,23153931500,200,3,59.46343
63376,P82005,23153931500,100,2,19.82114
63377,P82005,23156001500,50,1,6.71301
63378,P82005,23351003824,50,1,163.1972
63379,P82005,23351003840,90,1,262.50861
63380,P82005,23351003877,90,1,291.98789
63381,P82005,23600106318,30,1,104.94922
63382,P82005,23600706441,30,1,134.88662
63383,P82005,23601006335,20,1,90.16751
63384,P82005,23601006379,30,1,135.25126
63385,P82005,23601006400,30,1,134.46589
63386,P82005,23603456405,10,2,87.84881
63387,P82005,23800908004,30,1,25.01952
63388,P82005,23800908014,10,1,7.62927
63389,P82005,23800908014,5,1,3.81464
63390,P82005,23801068002,45,1,43.84026
63391,P82005,23801068002,5,1,4.87114
63392,P82005,23801068002,50,1,48.7114
63393,P82005,23803048000,200,1,18.5994
63394,P82005,23803068001,90,2,11.15082
63395,P82005,23803068008,30,1,5.00203
63396,P82005,23804108011,180,2,22.78802
63397,P82005,23804708007,230,1,19.08558
63398,P82005,23804808005,30,4,8.46443
63399,P82005,23804808007,25,1,2.44959
63400,P82005,23804808008,360,1,45.83172
63401,P82005,23903459001,30,1,40.68944
63402,P82005,23940709793,60,1,241.66836
63403,P82005,23940709807,60,1,106.24881
63404,P82005,23941010007,30,1,50.32888
63405,P82005,23941010030,60,1,104.86507
63406,P82005,23941010051,10,1,39.49269
63407,P82005,0101010G0BCABAB,1000,1,5.60346
63408,P82005,0101010L0BEAAAI,750,1,10.78313
63409,P82005,0101010L0BEAAAI,500,2,14.38578
63410,P82005,0101021B0BEACAH,600,1,6.65996
63411,P82005,0101021B0BEADAJ,60,1,12.44736
63412,P82005,0101021B0BEAIAL,1000,6,57.51832
63413,P82005,0101021B0BEAIAL,1200,1,19.36606
63414,P82005,0101021B0BEAIAL,500,5,23.99697
63415,P82005,0101021B0BEAQAP,60,1,3.19126
63416,P82005,0101021B0BEARA0,60,1,6.91891
63417,P82005,0101021B0BEARA0,48,1,5.45386
63418,P82005,0101021B0BEASA0,1200,1,21.77826
63419,P82005,0101021B0BEBEAL,600,1,12.70915
63420,P82005,0101021B0BEBEAL,500,5,23.99697
63421,P82005,0101021B0BEBEAL,300,3,19.08233
63422,P82005,0101021B0BIAAAH,500,16,29.96751
63423,P82005,0101021B0BIAAAH,1000,1,3.73354
63424,P82005,0101021B0BIAAAH,300,1,1.225
63425,P82005,0101021B0BIABAH,1000,2,7.46708
63426,P82005,0101021B0BIABAH,500,4,7.49188
63427,P82005,0102000N0AAABAB,84,1,5.48842
63428,P82005,0102000N0AAABAB,180,1,11.62175
63429,P82005,0102000N0AAABAB,56,7,25.15307
63430,P82005,0102000N0AAABAB,112,2,14.34838
63431,P82005,0102000N0AAABAB,100,1,6.50752
63432,P82005,0102000N0AAABAB,200,1,12.90265
63433,P82005,0102000N0AAABAB,224,3,43.00794
63434,P82005,0102000N0AAABAB,448,1,28.65956
63435,P82005,0102000N0AAABAB,168,1,10.75509
63436,P82005,0102000N0AAABAB,120,1,7.78842
63437,P82005,0102000P0AAABAB,168,3,17.78355
63438,P82005,0102000P0AAABAB,100,5,17.35875
63439,P82005,0102000P0AAABAB,84,6,18.12075
63440,P82005,0102000T0AAAAAA,84,2,13.18903
63441,P82005,0102000T0AAAFAF,100,1,14.00875
63442,P82005,0102000T0BCAAAA,84,1,6.59452
63443,P82005,0102000Y0AAAFAF,180,1,31.2746
63444,P82005,0102000Y0AAAFAF,224,1,38.79452
63445,P82005,0103050L0AAAAAA,14,3,1.90793
63446,P82005,0103050L0AAAAAA,84,1,3.15386
63447,P82005,0103050L0AAAAAA,56,50,104.8119
63448,P82005,0103050L0AAAAAA,28,78,82.64527
63449,P82005,0103050L0AAAAAA,112,2,8.40204
63450,P82005,0103050L0AAABAB,28,28,22.59924
63451,P82005,0103050L0AAABAB,112,4,12.76505
63452,P82005,0103050L0AAABAB,7,5,1.54371
63453,P82005,0103050L0AAABAB,56,43,68.87875
63454,P82005,0103050L0AAABAB,168,1,4.78069
63455,P82005,0103050L0AAABAB,14,2,1.02887
63456,P82005,0103050L0AAABAB,84,1,2.39655
63457,P82005,0103050L0AAAGAG,56,1,5.80915
63458,P82005,0103050L0AAAGAG,28,6,17.46465
63459,P82005,0103050L0AAAHAH,56,2,21.41668
63460,P82005,0103050L0AAAHAH,28,2,10.72074
63461,P82005,0103050P0AAAAAA,60,1,5.32013
63462,P82005,0103050P0AAAAAA,56,151,736.00269
63463,P82005,0103050P0AAAAAA,168,1,14.59777
63464,P82005,0103050P0AAAAAA,14,9,11.95063
63465,P82005,0103050P0AAAAAA,21,1,1.93557
63466,P82005,0103050P0AAAAAA,28,172,420.24674
63467,P82005,0103050P0AAAAAA,42,1,3.75874
63468,P82005,0103050P0AAAAAA,112,48,467.32704
63469,P82005,0103050P0AAAAAA,88,1,7.75102
63470,P82005,0103050P0AAAAAA,7,9,6.48111
63471,P82005,0103050P0AAAEAE,56,1,4.79939
63472,P82005,0103050P0AAAEAE,28,1,2.4059
63473,P82005,0103050P0AAAEAE,7,3,1.83232
63474,P82005,0103050P0AAAFAF,56,6,9.2744
63475,P82005,0103050P0AAAFAF,28,7,5.45347
63476,P82005,0103050P0AAANAN,28,2,26.05408
63477,P82005,0103050P0AAAPAP,28,1,26.04168
63478,P82005,0103050P0AABDBD,84,2,39.4614
63479,P82005,0103050P0AABDBD,28,1,6.58517
63480,P82005,0103050P0AABDBD,112,1,26.30346
63481,P82005,0103050P0AABEBE,56,1,52.51973
63482,P82005,0103050P0AABEBE,112,1,105.02706
63483,P82005,0103050P0AABVBV,150,1,403.91495
63484,P82005,0103050P0BBAEAN,56,1,26.04168
63485,P82005,0103050R0AAAAAA,56,3,5.64696
63486,P82005,0103050R0AAAAAA,28,1,0.94736
63487,P82005,0103050R0AAAAAA,112,2,7.50448
63488,P82005,0103050R0AAABAB,28,2,1.85732
63489,P82005,0103050R0AAABAB,56,9,16.60429
63490,P82005,0103050T0AAAAAA,56,1,12.50346
63491,P82005,0103050T0AAABAB,56,1,21.21728
63492,P82005,0103050T0BBABAB,112,1,42.42217
63493,P82005,0104020L0AAAAAA,112,1,3.25386
63494,P82005,0104020L0AAAAAA,448,1,12.67826
63495,P82005,0104020L0AAAAAA,30,8,6.83091
63496,P82005,0104020L0AAAAAA,60,2,3.39065
63497,P82005,0104020L0AAAAAA,168,1,4.8246
63498,P82005,0104020L0AAAAAA,120,2,6.75651
63499,P82005,0104020L0AAAAAA,240,2,13.48822
63500,P82005,0104020L0AAADAD,30,1,2.3872
63501,P82005,0105010B0AAAJAJ,28,1,37.42013
63502,P82005,0105010B0BCACAI,180,1,51.84372
63503,P82005,0105010B0BCADAJ,28,1,37.42013
63504,P82005,0105010B0BDAHAU,28,1,21.42948
63505,P82005,0105010B0BDAHAU,60,3,137.05553
63506,P82005,0105010B0BDAKAZ,28,1,42.73721
63507,P82005,0105010B0BDAKAZ,30,1,45.78518
63508,P82005,0105010B0BHAAAR,120,1,80.32543
63509,P82005,0105010E0AAAAAA,112,3,155.96042
63510,P82005,0105010E0AAABAB,112,3,175.79091
63511,P82005,0105010E0AAABAB,28,1,14.76322
63512,P82005,0105010E0AAABAB,84,1,44.0555
63513,P82005,0105010E0BBABAB,84,2,12.04269
63514,P82005,0105010E0BBABAB,140,1,9.96687
63515,P82005,0105010E0BBABAB,112,1,7.89411
63516,P82005,0105010E0BBABAB,224,1,15.77582
63517,P82005,0106010E0AAADAD,30,1,3.75224
63518,P82005,0106010E0AAADAD,60,3,22.47623
63519,P82005,0106010E0BBAAAD,30,1,3.75224
63520,P82005,0106010E0BBABAD,60,1,7.49208
63521,P82005,0106010E0BBABAD,56,2,14.1931
63522,P82005,0106010E0BBACAD,30,2,7.50448
63523,P82005,0106020L0AAAAAA,12,1,3.15386
63524,P82005,0106020L0AAACAC,28,1,6.87216
63525,P82005,0106020L0AAACAC,12,1,2.91077
63526,P82005,0106020M0AAACAC,20,1,0.75752
63527,P82005,0106020M0AAACAC,112,2,7.44269
63528,P82005,0106020M0AAACAC,60,11,21.42543
63529,P82005,0106020M0AAACAC,56,13,24.91934
63530,P82005,0106020M0AAACAC,120,3,11.6494
63531,P82005,0106020M0AAACAC,28,3,3.05793
63532,P82005,0106020M0AAAPAP,28,1,3.45956
63533,P82005,0106020M0AAAPAP,60,1,7.29289
63534,P82005,0106020M0AAATAT,1500,1,22.84411
63535,P82005,0106020M0BFAAAJ,400,1,8.89452
63536,P82005,0106020P0AAABAB,300,4,80.75531
63537,P82005,0106040G0AAAAAA,1680,2,18.13863
63538,P82005,0106040G0AAAAAA,900,1,4.90874
63539,P82005,0106040G0AAAAAA,500,31,82.98808
63540,P82005,0106040G0AAAAAA,1000,4,21.36668
63541,P82005,0106040G0AAAAAA,300,1,1.71118
63542,P82005,0106040G0AAAAAA,840,1,4.59086
63543,P82005,0106040G0AAAGAG,10,1,2.39655
63544,P82005,0106040M0BBAAAA,56,2,28.53538
63545,P82005,0106040M0BBAAAA,84,2,42.69067
63546,P82005,0106040M0BBAAAA,60,4,60.70978
63547,P82005,0106040M0BBAAAA,120,1,30.36119
63548,P82005,0106040M0BBAAAA,30,3,22.78477
63549,P82005,0106040M0BBAAAA,112,1,28.42298
63550,P82005,0106040M0BBAIAB,30,1,4.10752
63551,P82005,0106040M0BBAIAB,56,2,15.52074
63552,P82005,0106040M0BCACAA,30,11,45.11812
63553,P82005,0106040M0BCACAA,56,10,76.68744
63554,P82005,0106040M0BCACAA,28,2,7.88212
63555,P82005,0106040M0BCACAA,112,1,15.09045
63556,P82005,0106040M0BCACAA,90,1,12.04533
63557,P82005,0106040M0BCACAA,60,4,32.50205
63558,P82005,0106040M0BCACAA,84,1,11.34127
63559,P82005,0106040M0BCADAB,30,1,2.80793
63560,P82005,0106040N0AAAAAA,1,1,28.79046
63561,P82005,0106040R0BBAAAF,12,1,5.20143
63562,P82005,0107020P0BCAAAC,30,2,6.06464
63563,P82005,0107020P0BCABAD,12,4,5.73415
63564,P82005,0107020P0BCABAD,7,1,0.94451
63565,P82005,0109040N0BEACAZ,90,1,28.16119
63566,P82005,0202010P0AAAAAA,45,1,1.55224
63567,P82005,0202010P0AAAAAA,28,14,12.73946
63568,P82005,0202010P0AAAAAA,56,31,56.0332
63569,P82005,0202010P0AAADAD,56,2,12.09879
63570,P82005,0202010P0AAADAD,60,3,19.11038
63571,P82005,0202010P0AAADAD,30,1,3.19126
63572,P82005,0202020L0AABBBB,112,1,2.3685
63573,P82005,0202020L0AABBBB,56,5,5.95225
63574,P82005,0202020L0AABBBB,84,1,1.77947
63575,P82005,0202020L0AABBBB,14,1,0.41159
63576,P82005,0202020L0AABBBB,28,19,11.42707
63577,P82005,0202020L0AABDBD,56,12,14.95856
63578,P82005,0202020L0AABDBD,28,17,10.70105
63579,P82005,0202020L0AABDBD,84,1,1.86362
63580,P82005,0202020L0AABDBD,18,1,0.50508
63581,P82005,0202020L0AABDBD,336,1,7.41728
63582,P82005,0202020L0AABDBD,112,2,4.96139
63583,P82005,0202030S0AAATAT,56,3,7.72257
63584,P82005,0202030S0AAATAT,28,9,11.63965
63585,P82005,0202030S0AAAUAU,56,1,4.21972
63586,P82005,0202030S0AAAVAV,112,1,7.41728
63587,P82005,0202030S0AAAVAV,168,1,11.11972
63588,P82005,0202030S0AAAVAV,28,3,5.59086
63589,P82005,0202030S0AAEGEG,56,2,76.72889
63590,P82005,0203020I0AAADAD,60,1,3.87378
63591,P82005,0203020I0AAADAD,120,1,7.73517
63592,P82005,0203020I0AAADAD,112,2,14.64188
63593,P82005,0203020I0AAAKAK,112,3,13.68842
63594,P82005,0203020I0AAAKAK,168,1,6.78801
63595,P82005,0203020I0AAAKAK,60,1,2.39655
63596,P82005,0203020I0AAAKAK,56,1,2.3376
63597,P82005,0204000ABAAAAAA,56,7,18.01933
63598,P82005,0204000ABAAAAAA,7,2,0.86057
63599,P82005,0204000ABAAAAAA,14,1,0.75752
63600,P82005,0204000ABAAAAAA,28,4,5.17318
63601,P82005,0204000ABAAAAAA,84,2,7.71017
63602,P82005,0204000ABAAABAB,28,5,88.1352
63603,P82005,0204000ABAAABAB,56,3,105.72504
63604,P82005,0204000ABAAACAC,28,3,77.98478
63605,P82005,0204000ABAAACAC,56,1,51.97746
63606,P82005,0204000ABAAADAD,56,2,225.31267
63607,P82005,0204000ABAAADAD,28,1,37.17704
63608,P82005,0204000K0AAABAB,28,1,1.1624
63609,P82005,0204000K0AAABAB,56,1,2.3124
63610,P82005,0204000K0AAACAC,56,1,2.3872
63611,P82005,0204000R0AAAAAA,56,13,120.4905
63612,P82005,0204000R0AAAAAA,28,15,69.60675
63613,P82005,0204000R0AAAAAA,7,3,3.81525
63614,P82005,0204000R0AAABAB,28,2,9.15001
63615,P82005,0204000R0AAABAB,84,2,27.40042
63616,P82005,0204000R0AAAHAH,28,3,2.30915
63617,P82005,0204000R0AAAHAH,60,1,1.73923
63618,P82005,0204000R0AAAHAH,84,8,18.27481
63619,P82005,0204000R0AAAHAH,21,4,2.7309
63620,P82005,0204000R0AAAHAH,168,1,4.5563
63621,P82005,0204000R0AAAHAH,112,3,9.12501
63622,P82005,0204000R0AAAHAH,56,5,7.63517
63623,P82005,0204000R0AAAJAJ,60,1,1.73923
63624,P82005,0204000R0AAAJAJ,84,8,18.27481
63625,P82005,0204000R0AAAJAJ,28,5,3.84859
63626,P82005,0204000R0AAAJAJ,112,2,6.08334
63627,P82005,0204000R0AAAJAJ,168,2,9.11261
63628,P82005,0204000R0AAAJAJ,42,3,3.75915
63629,P82005,0204000R0AAAJAJ,56,15,22.90552
63630,P82005,0204000R0AAAJAJ,21,4,2.7309
63631,P82005,0204000R0AAAKAK,56,1,1.52703
63632,P82005,0204000R0AACXCX,300,1,62.11242
63633,P82005,0204000R0AACXCX,150,2,62.12482
63634,P82005,0204000R0BNAEAA,28,2,9.2809
63635,P82005,0204000T0AAABAB,112,1,3.52785
63636,P82005,0204000T0AAACAC,112,1,4.05143
63637,P82005,0205020M0AAAAAA,56,2,24.74513
63638,P82005,0205020M0AAABAB,56,1,9.175
63639,P82005,0205051K0AAAAAA,56,1,4.6498
63640,P82005,0205051L0AAAAAA,28,1,0.72297
63641,P82005,0205051L0AAAAAA,56,2,2.86708
63642,P82005,0205051L0AAABAB,28,3,2.3372
63643,P82005,0205051L0AAABAB,56,5,7.72867
63644,P82005,0205051L0AAACAC,56,9,15.59453
63645,P82005,0205051L0AAACAC,28,4,3.49025
63646,P82005,0205051L0AAADAD,112,1,3.67744
63647,P82005,0205051L0AAADAD,28,3,2.63354
63648,P82005,0205051L0AAADAD,56,6,11.06953
63649,P82005,0205051M0AAAAAA,28,1,0.96321
63650,P82005,0205051M0AAABAB,60,1,2.10671
63651,P82005,0205051M0AAABAB,56,4,8.26586
63652,P82005,0205051M0AAAFAF,56,5,14.16566
63653,P82005,0205051R0AAAAAA,28,9,8.02136
63654,P82005,0205051R0AAAAAA,56,8,14.16099
63655,P82005,0205051R0AAAAAA,14,4,2.20732
63656,P82005,0205051R0AAABAB,14,4,2.28212
63657,P82005,0205051R0AAABAB,7,3,1.03842
63658,P82005,0205051R0AAABAB,45,2,3.17927
63659,P82005,0205051R0AAABAB,28,47,43.64704
63660,P82005,0205051R0AAABAB,56,46,84.86636
63661,P82005,0205051R0AAACAC,112,1,3.71484
63662,P82005,0205051R0AAACAC,14,1,0.57988
63663,P82005,0205051R0AAACAC,56,54,100.63548
63664,P82005,0205051R0AAACAC,28,28,26.26428
63665,P82005,0205051R0AAADAD,84,2,6.02724
63666,P82005,0205051R0AAADAD,28,19,19.24333
63667,P82005,0205051R0AAADAD,56,52,104.68711
63668,P82005,0205051R0AAALAL,28,1,0.94736
63669,P82005,0205051R0AAALAL,56,2,3.76464
63670,P82005,0205051R0AAAMAM,28,2,1.89472
63671,P82005,0205051R0AAAMAM,56,5,9.4116
63672,P82005,0205051R0AAANAN,56,9,18.96039
63673,P82005,0205051R0AAATAT,150,2,334.74034
63674,P82005,0205052A0AAAAAA,56,3,67.80307
63675,P82005,0205052A0AAABAB,56,2,66.74352
63676,P82005,0205052A0AAACAC,56,2,43.18254
63677,P82005,0205052AEAAAAAA,56,1,85.6173
63678,P82005,0205052AEAAABAB,112,1,171.22221
63679,P82005,0205052I0AAAAAA,56,4,8.65123
63680,P82005,0205052I0AAAAAA,28,4,4.35041
63681,P82005,0205052I0AAABAB,56,7,19.06648
63682,P82005,0205052I0AAABAB,28,1,1.36809
63683,P82005,0205052I0AAACAC,56,7,26.00388
63684,P82005,0205052I0AAACAC,28,2,3.72724
63685,P82005,0205052N0AAAAAA,28,3,3.96403
63686,P82005,0205052N0AAAAAA,56,2,5.26057
63687,P82005,0205052N0AAABAB,28,3,4.16037
63688,P82005,0205052N0AAABAB,56,12,33.13418
63689,P82005,0205052N0AAABAB,84,1,4.13557
63690,P82005,0205052N0AAADAD,28,4,7.75367
63691,P82005,0205052N0AAADAD,56,10,38.64434
63692,P82005,0205052N0AAAHAH,28,2,14.40448
63693,P82005,0205052N0AAAHAH,56,2,28.78416
63694,P82005,0205052P0AAAAAA,28,1,4.6124
63695,P82005,0205052P0AAACAC,56,1,20.61891
63696,P82005,0206010F0AAAHAH,100,2,13.18903
63697,P82005,0206010F0AACGCG,1,4,14.44798
63698,P82005,0206010F0AACICI,1,5,11.37501
63699,P82005,0206010K0AAABAB,56,1,0.91931
63700,P82005,0206010K0AAACAC,56,1,1.2559
63701,P82005,0206010K0AAACAC,112,1,2.49939
63702,P82005,0206010K0AAAEAE,28,1,9.82948
63703,P82005,0206010K0AAAEAE,45,1,15.89452
63704,P82005,0206010K0AAAFAF,112,1,13.8124
63705,P82005,0206010K0AAAHAH,28,2,6.38253
63706,P82005,0206010K0AAAHAH,56,2,12.74025
63707,P82005,0206010K0AAAPAP,28,2,12.21667
63708,P82005,0206010K0CNAAAE,56,1,6.53842
63709,P82005,0206020K0AAAAAA,28,4,11.45611
63710,P82005,0206020K0AAAAAA,56,6,34.29392
63711,P82005,0206020K0AAABAB,28,2,7.84106
63712,P82005,0206020K0AAABAB,56,5,39.14331
63713,P82005,0206020L0AAAAAA,112,1,15.08395
63714,P82005,0206020L0AAAAAA,45,1,6.17094
63715,P82005,0206020L0AAAAAA,28,6,22.68172
63716,P82005,0206020L0AAAAAA,56,13,98.12627
63717,P82005,0206020L0AAABAB,28,2,15.37684
63718,P82005,0206020L0AAABAB,56,7,107.55106
63719,P82005,0206020R0AAAAAA,90,2,97.1671
63720,P82005,0206020R0AAABAB,84,3,172.13603
63721,P82005,0206020R0CBAAAE,56,2,17.28415
63722,P82005,0206020R0CBABAR,56,1,9.41809
63723,P82005,0206020T0BDAEAH,56,1,10.39045
63724,P82005,0206020T0BDAEAH,28,2,10.40285
63725,P82005,0206020T0BDAEAH,112,1,20.7685
63726,P82005,0206020T0BDAGAU,168,1,43.26363
63727,P82005,0206020T0BDAGAU,56,1,14.42948
63728,P82005,0206030N0AAAAAA,60,3,7.35793
63729,P82005,0206030N0AAABAB,120,1,6.37013
63730,P82005,0206030N0AAABAB,30,1,1.70183
63731,P82005,0206030N0AAABAB,110,1,5.9372
63732,P82005,0206030Y0AAAAAA,112,3,42.11038
63733,P82005,0206030Y0AAAAAA,56,5,35.12299
63734,P82005,0206030Y0AAAAAA,28,1,3.6185
63735,P82005,0206030Y0AAABAB,112,1,11.21322
63736,P82005,0206030Y0AAABAB,56,1,5.61281
63737,P82005,0206030Y0AAACAC,56,1,20.65631
63738,P82005,0206030Y0AAACAC,112,3,123.90065
